audio_recv_googJitterReceived,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
audio_recv_googPreferredJitterBufferMs,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0
video_recv_bitsReceivedPerSecond,1755784.589892295,1886635.8974358975,2012792.0,1921936.0,1831976.0,1925984.0,1596104.0,1915147.1471471472
video_recv_packetsReceivedPerSecond,207.953603976802,220.51282051282053,235.0,228.0,223.0,231.0,192.0,226.22622622622623
video_recv_googCurrentDelayMs,85.0,84.0,80.0,79.0,87.0,82.0,80.0,77.0
video_recv_googDecodeMs,8.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0
video_recv_googFrameHeightReceived,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0
video_recv_googFrameRateOutput,49.0,46.0,51.0,56.0,41.0,59.0,52.0,55.0
video_recv_googFrameRateReceived,49.0,49.0,51.0,59.0,40.0,62.0,54.0,55.0
video_recv_googFrameWidthReceived,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0
video_recv_googInterframeDelayMax,54.0,55.0,35.0,36.0,339.0,34.0,38.0,36.0
video_recv_googJitterBufferMs,61.0,60.0,57.0,56.0,64.0,62.0,61.0,59.0
video_recv_googPlisSent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
video_send_resolutionChangesSent,0,0,0,0,0,0,0,0
video_recv_resolutionChangesReceived,0,0,0,0,0,0,0,0
1_way_delay_audio_send,11.0,70.0,70.0,70.0,70.0,70.0,70.0,8.5
1_way_delay_video_send,25.0,25.0,19.5,21.0,24.0,19.0,15.5,13.5
ear_ear_delay_audio_send,20.0,70.0,74.0,72.0,113.0,70.0,71.0,11.5
audio_recv_kbitsReceivedPerSecond,12,42,37,41,30,43,41,40
video_recv_kbitsReceivedPerSecond,1714,1842,1965,1876,1789,1880,1558,1870
audio_packet_loss_percentage_send,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_model_audio_send,93.72,92.52,92.424,92.47200000000001,91.488,92.52,92.49600000000001
kpi_audio_synchronization,4.419124080064001,4.395738170944,4.393763952312832,4.394752955313664,4.373728046596097,4.395738170944,4.395246036840448
eye_eye_delay_video_send,71.0,71.0,65.5,67.0,74.0,68.0,62.5,58.5
kpi_video_synchronization,5,5,5,5,5,5,5,5
av_delay_send,-51.0,-1.0,8.5,5.0,39.0,2.0,8.5,-47.0
kpi_av_synchronization,5,5,5,5,5,5,5,5
kpi_resolution_stability,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_resolution_stability_norm,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246,4.303535113616246
max_resolution_percentage_norm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
kpi_fps_stability,5,5,5,5,5,5,5,5
kpi_q_audio,2,5,5,5,4,5,5,5
kpi_q_video,3.966,3.94,3.916,3.9339999999999997,3.95,3.932,3.996,3.9339999999999997
qoe_simple_normal,4.0964582311182225,4.089526463438222,4.085307105812537,4.0884169950348515,4.0887475607329,4.08819313010489,4.098805115204494
qoe_simple_smooth,4.424124897784889,4.4128597967715555,4.40464043914587,4.410750328368185,4.4137475607329,4.410193130104889,4.431471781871161
